customer_id,first_name,last_name,gender,age,city,state,membership_level
96,Aaina,Iyer,Male,82,Kozhikode,Andhra Pradesh,Bronze
97,Prerak,Master,Non‑binary,29,Dindigul,Jharkhand,Silver
98,Miraya,Madan,Female,23,Mysore,Bihar,Bronze
99,Aniruddh,Jani,Other,51,Etawah,Uttarakhand,Bronze
100,Heer,Baria,Male,72,Mirzapur,Arunachal Pradesh,Silver
101,Taran,Kuruvilla,Female,27,Guntakal,Uttar Pradesh,Gold
102,Amani,Handa,Female,22,Anand,Rajasthan,Gold
103,Yakshit,Chanda,Non‑binary,73,Durgapur,Madhya Pradesh,Bronze
104,Anika,Desai,Male,64,Purnia,Manipur,Gold
105,Neysa,Kunda,Female,63,Gurgaon,Maharashtra,Bronze
106,Shanaya,Banerjee,Other,31,Mysore,Jharkhand,Bronze
107,Aradhya,Kashyap,Female,37,Katihar,Gujarat,Gold
108,Amira,Choudhary,Female,38,Muzaffarpur,Andhra Pradesh,Platinum
109,Darshit,Char,Non‑binary,70,Rourkela,Meghalaya,Bronze
110,Onkar,Solanki,Female,70,Dehradun,Uttarakhand,Gold
111,Dhanush,Din,Male,52,Uluberia,Sikkim,Bronze
112,Charvi,Sunder,Other,66,Rajahmundry,Odisha,Gold
113,Damini,Sankaran,Other,46,Ichalkaranji,Tamil Nadu,Bronze
114,Raghav,Raval,Female,62,Rajkot,Mizoram,Bronze
115,Prisha,Bawa,Female,46,Agartala,Rajasthan,Bronze
116,Eva,Ghosh,Male,69,Ambala,Jharkhand,Bronze
117,Jayan,Sandal,Other,53,Howrah,Kerala,Bronze
118,Arhaan,Buch,Male,60,Ramagundam,Jharkhand,Gold
119,Madhup,Ganguly,Non‑binary,51,Avadi,Bihar,Bronze
120,Alia,Rau,Other,22,Kozhikode,Odisha,Bronze
121,Neysa,Dave,Non‑binary,62,Coimbatore,Chhattisgarh,Silver
122,Anay,Comar,Male,73,Jalgaon,Sikkim,Silver
123,Ivana,Khalsa,Female,67,Ajmer,Assam,Gold
124,Shanaya,Mammen,Other,50,Patna,Haryana,Bronze
125,Riya,Soman,Female,18,Thane,Kerala,Silver
126,Lakshit,Sarna,Non‑binary,64,Machilipatnam,Assam,Bronze
127,Shanaya,Chandra,Male,58,Begusarai,Punjab,Silver
128,Abram,Arya,Other,56,Bhilwara,Uttarakhand,Silver
129,Divij,Barad,Non‑binary,59,Kozhikode,Mizoram,Bronze
130,Samar,Rastogi,Other,34,Serampore,Kerala,Bronze
131,Shayak,Roy,Non‑binary,40,Jhansi,Telangana,Silver
132,Veer,Chandra,Male,69,Jaunpur,Goa,Silver
133,Jayan,Srivastava,Other,56,Hindupur,Kerala,Bronze
134,Aniruddh,Das,Other,59,Bangalore,Meghalaya,Bronze
135,Arhaan,Khalsa,Female,45,Satara,Mizoram,Silver
136,Pari,Reddy,Non‑binary,28,Bongaigaon,Himachal Pradesh,Bronze
137,Sumer,Sagar,Female,29,Patiala,Bihar,Gold
138,Jiya,Mahajan,Female,57,Jabalpur,West Bengal,Bronze
139,Vardaniya,Varghese,Female,36,Giridih,Andhra Pradesh,Bronze
140,Seher,Malhotra,Male,78,Katihar,Arunachal Pradesh,Silver
141,Ryan,Mane,Female,76,Siliguri,West Bengal,Bronze
142,Madhav,Gulati,Female,67,Bhiwandi,Tamil Nadu,Bronze
143,Gokul,Virk,Male,36,Ramagundam,Tripura,Silver
144,Lagan,Majumdar,Female,31,Guna,Karnataka,Silver
145,Inaaya,Khosla,Other,40,Bulandshahr,Madhya Pradesh,Gold
146,Akarsh,Shroff,Male,24,Jammu,Uttarakhand,Silver
147,Biju,Sinha,Other,76,Nanded,Mizoram,Bronze
148,Heer,Karnik,Non‑binary,85,Firozabad,Odisha,Platinum
149,Ayesha,Saran,Other,74,Visakhapatnam,Rajasthan,Silver
150,Tara,Krishna,Other,75,Gudivada,Rajasthan,Gold
151,Drishya,Som,Female,75,Farrukhabad,Goa,Bronze
152,Romil,Dube,Other,53,Ichalkaranji,Uttarakhand,Silver
153,Samar,Bhatt,Male,48,Raebareli,Arunachal Pradesh,Bronze
154,Prisha,Ranganathan,Non‑binary,54,Dhanbad,Kerala,Bronze
155,Ivana,Ahuja,Male,58,Nagercoil,Odisha,Gold
156,Veer,Mannan,Other,35,North Dumdum,Chhattisgarh,Bronze
157,Yashvi,Khurana,Male,37,Tezpur,Rajasthan,Silver
158,Mahika,Sood,Other,71,South Dumdum,Tamil Nadu,Bronze
159,Dishani,Khurana,Other,71,Ahmednagar,Gujarat,Bronze
160,Vritika,Halder,Male,67,Chittoor,Chhattisgarh,Gold
161,Jivika,Kamdar,Non‑binary,66,Ramgarh,Karnataka,Bronze
162,Romil,Bumb,Other,56,Vijayanagaram,Gujarat,Silver
163,Seher,Sahota,Non‑binary,46,Sangli-Miraj & Kupwad,Bihar,Bronze
164,Oorja,Rajagopal,Other,73,Kochi,Telangana,Bronze
165,Sana,Sharma,Other,61,Mumbai,Assam,Silver
166,Vaibhav,Tripathi,Female,39,Latur,Odisha,Gold
167,Zaina,Atwal,Male,21,Ratlam,Uttarakhand,Gold
168,Ehsaan,Uppal,Female,28,Haridwar,Goa,Silver
169,Nitara,Kara,Non‑binary,77,Chapra,Tamil Nadu,Bronze
170,Yasmin,Zachariah,Other,66,Pudukkottai,Karnataka,Bronze
171,Seher,Bajwa,Other,59,Bathinda,Goa,Bronze
172,Ivan,Shankar,Other,53,Mango,Punjab,Silver
173,Hridaan,Yohannan,Other,50,Rajahmundry,Chhattisgarh,Gold
174,Lakshit,Hegde,Male,20,Bikaner,Tripura,Silver
175,Nitara,Borah,Male,62,Singrauli,Chhattisgarh,Bronze
176,Vaibhav,Chaudhry,Female,23,Dindigul,Assam,Silver
177,Ishaan,Hora,Female,43,Jehanabad,Himachal Pradesh,Gold
178,Aradhya,Raman,Male,48,Warangal,Kerala,Bronze
179,Vidur,Sood,Non‑binary,45,Kulti,Uttar Pradesh,Bronze
180,Samarth,Mandal,Male,65,Dhule,Manipur,Bronze
181,Priyansh,Mall,Male,38,Karimnagar,Manipur,Platinum
182,Romil,Bobal,Other,21,Rajkot,Tripura,Gold
183,Yasmin,Mangat,Female,68,Kamarhati,Rajasthan,Gold
184,Myra,Rana,Female,27,New Delhi,Punjab,Silver
185,Hiran,Bhatti,Non‑binary,31,Thiruvananthapuram,Manipur,Silver
186,Anvi,Kunda,Male,33,Bhiwani,Punjab,Silver
187,Kanav,Sankar,Non‑binary,62,Gandhinagar,Uttarakhand,Silver
188,Nitara,Mander,Non‑binary,26,Amravati,Bihar,Silver
189,Kismat,Vyas,Other,19,Vadodara,Madhya Pradesh,Gold
190,Nirvaan,Srivastava,Non‑binary,31,Tumkur,Manipur,Bronze
191,Ojas,Kohli,Other,76,Guna,Goa,Silver
192,Madhup,Bail,Non‑binary,40,Nandyal,Himachal Pradesh,Silver
193,Tushar,Bhargava,Non‑binary,79,Belgaum,Arunachal Pradesh,Bronze
194,Ritvik,Sachdeva,Male,59,Bhagalpur,Meghalaya,Gold
195,Aarav,Ben,Female,53,Satna,Uttarakhand,Gold
196,Aaryahi,Chaudry,Other,77,Bongaigaon,Himachal Pradesh,Silver
197,Anika,Kota,Non‑binary,61,Khammam,Goa,Bronze
198,Jayan,Chanda,Non‑binary,41,Agartala,Haryana,Bronze
199,Zain,Gulati,Non‑binary,51,Belgaum,Maharashtra,Bronze
200,Raunak,Date,Female,19,Anantapur,Arunachal Pradesh,Silver
201,Dhruv,Krishnamurthy,Other,28,Patna,Bihar,Bronze
202,Sara,Sarma,Female,80,Varanasi,Maharashtra,Silver
203,Tarini,Dhawan,Other,78,Uluberia,Sikkim,Silver
204,Uthkarsh,Sekhon,Male,75,Chandrapur,Assam,Silver
205,Eshani,Dave,Female,55,Khammam,Madhya Pradesh,Bronze
206,Hrishita,Dhingra,Non‑binary,57,Jaipur,Tripura,Silver
207,Romil,Wason,Non‑binary,78,Ramagundam,Jharkhand,Silver
208,Ritvik,Sridhar,Non‑binary,72,Anantapuram,Uttarakhand,Platinum
209,Aarush,Sama,Non‑binary,63,Bulandshahr,Rajasthan,Silver
210,Dhruv,Bhatti,Male,57,Bhilai,Gujarat,Bronze
211,Kaira,Mahajan,Female,42,Sambhal,West Bengal,Bronze
212,Miraan,Kale,Other,42,Noida,Nagaland,Bronze
213,Rasha,Desai,Non‑binary,53,Guntur,Sikkim,Silver
214,Pranay,Choudhury,Non‑binary,30,Thrissur,Telangana,Gold
215,Bhavin,Gaba,Non‑binary,47,Thoothukudi,Andhra Pradesh,Bronze
216,Rhea,Magar,Female,19,Sambhal,Mizoram,Silver
217,Vedika,Sekhon,Male,53,Imphal,Nagaland,Bronze
218,Hansh,Borde,Female,55,Panihati,Andhra Pradesh,Silver
219,Faiyaz,Halder,Male,80,Belgaum,Bihar,Bronze
220,Pranay,Barad,Other,54,Bettiah,Rajasthan,Bronze
221,Aarna,Kuruvilla,Male,61,Pallavaram,Jharkhand,Bronze
222,Divyansh,Dugal,Other,50,Giridih,Jharkhand,Gold
223,Lakshit,Kaur,Other,32,Madurai,Nagaland,Gold
224,Vritika,Basu,Male,80,Pudukkottai,Maharashtra,Bronze
225,Devansh,Chhabra,Non‑binary,37,Amravati,Punjab,Bronze
226,Saksham,Suri,Male,28,Nadiad,Meghalaya,Platinum
227,Hansh,Dara,Female,71,Satna,Punjab,Silver
228,Dhanuk,Borah,Other,84,Rohtak,Jharkhand,Bronze
229,Misha,Warrior,Other,56,Deoghar,Kerala,Gold
230,Ishaan,Lad,Male,57,Nagaon,Madhya Pradesh,Silver
231,Jivin,Agarwal,Female,30,Silchar,Punjab,Gold
232,Vaibhav,Amble,Male,45,Junagadh,Himachal Pradesh,Bronze
233,Amira,Chada,Male,38,Kishanganj,Rajasthan,Bronze
234,Misha,Sundaram,Other,38,Bongaigaon,Maharashtra,Bronze
235,Divyansh,Kashyap,Female,78,Hyderabad,Goa,Bronze
236,Ranbir,Ghosh,Other,54,Vellore,Meghalaya,Silver
237,Nitara,Mangat,Non‑binary,27,Tadepalligudem,Andhra Pradesh,Silver
238,Darshit,Goda,Female,43,Sonipat,Haryana,Bronze
239,Aaina,Gole,Female,37,Thiruvananthapuram,Andhra Pradesh,Gold
240,Ivana,Wali,Non‑binary,27,Mahbubnagar,Madhya Pradesh,Bronze
241,Saira,Dhaliwal,Other,54,Thanjavur,Gujarat,Bronze
242,Jivin,Hans,Non‑binary,56,Rourkela,Chhattisgarh,Silver
243,Advika,Loyal,Other,82,Davanagere,Bihar,Silver
244,Azad,Kumer,Other,28,Firozabad,Chhattisgarh,Silver
245,Urvi,Hans,Male,59,Ozhukarai,Maharashtra,Silver
246,Mehul,Baral,Male,29,South Dumdum,Haryana,Bronze
247,Mannat,Chander,Female,52,Loni,Punjab,Silver
248,Hansh,Balasubramanian,Other,78,Tezpur,Arunachal Pradesh,Silver
249,Neysa,Bhagat,Other,53,Ambattur,Nagaland,Bronze
250,Sara,Mannan,Other,80,Pondicherry,Uttarakhand,Platinum
251,Drishya,Bail,Non‑binary,62,Munger,Telangana,Bronze
252,Onkar,Ratta,Non‑binary,31,Saharanpur,Odisha,Gold
253,Purab,Mangat,Non‑binary,70,Farrukhabad,Tripura,Silver
254,Anaya,Venkataraman,Male,69,Delhi,Karnataka,Gold
255,Pari,Madan,Non‑binary,76,Alappuzha,Bihar,Bronze
256,Kiara,Doshi,Other,59,Kadapa,Rajasthan,Bronze
257,Miraan,Amble,Male,83,Ambala,Tripura,Gold
258,Charvi,Dube,Female,77,Singrauli,Chhattisgarh,Bronze
259,Ryan,Ram,Other,84,Ahmednagar,Meghalaya,Bronze
260,Anya,Tak,Female,74,Chinsurah,Himachal Pradesh,Silver
261,Hiran,Doctor,Non‑binary,52,Jodhpur,Odisha,Silver
262,Nirvaan,Sengupta,Other,74,Bhagalpur,Kerala,Gold
263,Elakshi,Barman,Female,33,Gurgaon,Gujarat,Bronze
264,Tanya,Handa,Male,38,Lucknow,Goa,Bronze
265,Onkar,Verma,Male,70,Bongaigaon,Madhya Pradesh,Bronze
266,Neysa,Kara,Female,77,Vellore,Arunachal Pradesh,Gold
267,Armaan,Bhatti,Non‑binary,81,Bahraich,Uttarakhand,Gold
268,Jayan,Bali,Other,83,Bhilai,Himachal Pradesh,Silver
269,Rania,Dayal,Female,79,Bareilly,Arunachal Pradesh,Platinum
270,Piya,Kadakia,Other,76,Kollam,Chhattisgarh,Silver
271,Tanya,Bedi,Female,42,Dhule,Kerala,Gold
272,Oorja,Savant,Other,26,Varanasi,Goa,Bronze
273,Nakul,Bera,Non‑binary,61,Rourkela,Nagaland,Gold
274,Lakshit,Vora,Non‑binary,18,Ulhasnagar,Madhya Pradesh,Bronze
275,Mehul,Dubey,Other,80,Guntakal,Kerala,Gold
276,Aradhya,Dutt,Other,79,Haldia,Himachal Pradesh,Bronze
277,Anika,Chaudhry,Female,76,Morena,Gujarat,Gold
278,Siya,Jhaveri,Female,48,Berhampore,Goa,Silver
279,Adah,Sekhon,Other,70,Gulbarga,Arunachal Pradesh,Bronze
280,Farhan,Ranganathan,Female,66,Agartala,Tripura,Bronze
281,Vivaan,Kapoor,Female,81,Katihar,Himachal Pradesh,Platinum
282,Adah,Koshy,Non‑binary,82,Morena,Chhattisgarh,Platinum
283,Vedika,Ahuja,Other,30,Siwan,Punjab,Gold
284,Divij,Kapadia,Other,30,Bidar,Tripura,Silver
285,Jiya,Sidhu,Other,19,Noida,Karnataka,Silver
286,Aayush,Soni,Non‑binary,37,South Dumdum,Maharashtra,Bronze
287,Neelofar,Varty,Other,61,North Dumdum,Tripura,Silver
288,Zeeshan,Keer,Other,28,Kurnool,Andhra Pradesh,Gold
289,Nakul,Ratta,Other,58,Bhimavaram,Assam,Silver
290,Indrajit,Chaudhary,Female,22,Hyderabad,Madhya Pradesh,Silver
291,Aarush,Yadav,Male,54,Khammam,Uttarakhand,Platinum
292,Divyansh,Lall,Male,73,Ghaziabad,Haryana,Platinum
293,Rania,Toor,Non‑binary,74,Bareilly,Karnataka,Bronze
294,Hazel,Madan,Male,21,Kalyan-Dombivli,Punjab,Bronze
295,Saksham,Chowdhury,Other,55,Bokaro,Haryana,Bronze
296,Tejas,Bir,Other,36,Varanasi,Karnataka,Bronze
297,Dishani,Gopal,Male,41,Pimpri-Chinchwad,Tamil Nadu,Bronze
298,Madhav,Chandran,Female,66,Mathura,Sikkim,Silver
299,Ishita,Choudhry,Female,81,Delhi,Gujarat,Gold
300,Khushi,Sarkar,Non‑binary,47,Vasai-Virar,Karnataka,Bronze
301,Sana,Chaudhry,Male,76,Erode,Assam,Bronze
302,Trisha,Kunda,Female,77,Thoothukudi,Telangana,Gold
303,Nirvi,Kalita,Non‑binary,27,Raipur,Sikkim,Bronze
304,Shlok,Manda,Other,56,Kirari Suleman Nagar,Manipur,Silver
305,Ira,Vyas,Non‑binary,50,Ranchi,Haryana,Bronze
306,Sahil,Gour,Other,43,Ahmednagar,Rajasthan,Platinum
307,Nayantara,Bumb,Non‑binary,31,Gwalior,Rajasthan,Bronze
308,Zoya,Borra,Non‑binary,55,Guntur,Sikkim,Platinum
309,Jiya,Master,Other,20,Bokaro,Nagaland,Platinum
310,Baiju,Sarkar,Male,53,Bhusawal,Jharkhand,Bronze
311,Divit,Vasa,Non‑binary,81,Rajahmundry,Odisha,Gold
312,Veer,Jaggi,Non‑binary,47,Muzaffarpur,Karnataka,Silver
313,Vihaan,Yadav,Non‑binary,46,Bhilai,Jharkhand,Silver
314,Yakshit,Soni,Male,35,Agra,Assam,Silver
315,Vedika,Khosla,Male,57,Fatehpur,West Bengal,Silver
316,Aaryahi,Hayer,Male,64,Indore,Himachal Pradesh,Silver
317,Raunak,Ahuja,Other,55,Chennai,Uttar Pradesh,Bronze
318,Divit,Choudhry,Non‑binary,40,Burhanpur,Assam,Bronze
319,Ojas,Chahal,Non‑binary,85,Dehradun,Kerala,Silver
320,Aarush,Hora,Other,39,Guwahati,Punjab,Bronze
321,Shray,Chakrabarti,Non‑binary,55,Sambalpur,Chhattisgarh,Silver
322,Ayesha,Sahni,Male,32,Morbi,Goa,Bronze
323,Onkar,Sani,Female,36,Tiruchirappalli,Jharkhand,Silver
324,Samaira,Shankar,Non‑binary,68,Solapur,Bihar,Platinum
325,Kiaan,Bail,Male,29,Hazaribagh,Madhya Pradesh,Silver
326,Hrishita,Talwar,Other,51,Aligarh,Haryana,Silver
327,Emir,Guha,Non‑binary,65,Adoni,Assam,Silver
328,Anaya,Mane,Non‑binary,66,Ajmer,Andhra Pradesh,Gold
329,Elakshi,Bhandari,Other,31,Saharsa,Assam,Silver
330,Vivaan,Virk,Non‑binary,21,Gulbarga,Goa,Silver
331,Vanya,Hari,Other,46,Nagaon,Manipur,Silver
332,Nehmat,Savant,Male,56,Bathinda,Telangana,Silver
333,Rohan,Dara,Male,35,Bhind,Manipur,Bronze
334,Taimur,Chanda,Male,56,Hapur,Uttarakhand,Platinum
335,Khushi,Rastogi,Female,30,Parbhani,Uttar Pradesh,Bronze
336,Nishith,Kamdar,Other,67,Tadipatri,Chhattisgarh,Bronze
337,Kimaya,Dugar,Male,37,Madurai,Arunachal Pradesh,Gold
338,Priyansh,Mand,Non‑binary,80,Malda,Maharashtra,Silver
339,Romil,Dixit,Female,22,Munger,Karnataka,Silver
340,Inaaya,Kara,Female,74,Satna,Goa,Bronze
341,Charvi,Barad,Non‑binary,64,Serampore,Mizoram,Bronze
342,Mehul,Batta,Non‑binary,63,Danapur,Assam,Bronze
343,Fateh,Sami,Other,42,Kharagpur,West Bengal,Platinum
344,Gokul,Dey,Male,29,Yamunanagar,Punjab,Silver
345,Advik,Jayaraman,Female,24,Jalandhar,Madhya Pradesh,Silver
346,Shanaya,Chadha,Female,34,Guwahati,Uttar Pradesh,Silver
347,Alia,Wadhwa,Female,26,Baranagar,Rajasthan,Gold
348,Vivaan,Gokhale,Female,45,Coimbatore,Arunachal Pradesh,Gold
349,Rania,D’Alia,Male,60,Kakinada,Nagaland,Silver
350,Sumer,Kurian,Female,53,Gandhinagar,Manipur,Gold
351,Dharmajan,Ganesan,Female,34,Anantapur,Jharkhand,Silver
352,Aniruddh,Lalla,Male,32,Rohtak,Uttar Pradesh,Silver
353,Vihaan,Sankaran,Female,34,Miryalaguda,Madhya Pradesh,Bronze
354,Prisha,Sahota,Non‑binary,59,Alwar,Karnataka,Bronze
355,Vedika,Dutt,Other,24,Malegaon,Himachal Pradesh,Bronze
356,Rasha,Varkey,Male,85,Medininagar,Kerala,Bronze
357,Romil,Seshadri,Non‑binary,78,Nashik,Bihar,Bronze
358,Neysa,Jayaraman,Other,83,Aurangabad,Karnataka,Silver
359,Yakshit,Sandhu,Male,82,Nashik,Punjab,Bronze
360,Keya,Konda,Male,84,Sonipat,Chhattisgarh,Bronze
361,Nitara,Salvi,Other,25,Varanasi,Haryana,Platinum
362,Vanya,Vohra,Other,72,Guwahati,Meghalaya,Silver
363,Devansh,Bhattacharyya,Male,74,Dharmavaram,Uttar Pradesh,Bronze
364,Baiju,Khurana,Male,59,Vellore,Assam,Silver
365,Jivika,Dayal,Non‑binary,34,Sambalpur,Bihar,Bronze
366,Lakshay,Rajagopalan,Non‑binary,66,Chittoor,Andhra Pradesh,Platinum
367,Raghav,Chada,Other,76,Hindupur,Chhattisgarh,Silver
368,Shlok,Loyal,Male,30,Coimbatore,Goa,Silver
369,Saira,Bakshi,Female,45,Siliguri,Manipur,Bronze
370,Renee,Ravi,Other,70,Farrukhabad,Haryana,Bronze
371,Shaan,Bava,Male,69,Shivpuri,Tripura,Bronze
372,Miraan,Dugar,Non‑binary,58,Vijayawada,Jharkhand,Bronze
373,Anvi,Chakrabarti,Other,65,Kota,Rajasthan,Platinum
374,Advik,Sandhu,Male,26,Phusro,Odisha,Bronze
375,Purab,Jhaveri,Non‑binary,29,Bidhannagar,West Bengal,Bronze
376,Nirvaan,Vig,Non‑binary,34,Orai,Odisha,Silver
377,Aarav,Mangat,Other,33,Kakinada,West Bengal,Bronze
378,Vidur,Dhawan,Non‑binary,24,Satara,Odisha,Platinum
379,Aarav,Vora,Female,63,Munger,Nagaland,Bronze
380,Aarush,Vaidya,Female,37,Madurai,West Bengal,Silver
381,Indrans,Chandran,Non‑binary,31,Malda,Bihar,Bronze
382,Jayan,Gokhale,Female,32,Ambattur,Telangana,Silver
383,Jayan,Sura,Male,72,Unnao,Punjab,Gold
384,Kiaan,Kari,Non‑binary,52,Surat,Madhya Pradesh,Bronze
385,Seher,Balakrishnan,Non‑binary,57,Rohtak,Kerala,Gold
386,Farhan,Soni,Female,18,Nashik,Uttar Pradesh,Bronze
387,Rohan,Sodhi,Male,69,Bellary,Jharkhand,Bronze
388,Zoya,Bhargava,Female,29,Srinagar,Gujarat,Silver
389,Kartik,Mani,Non‑binary,66,Nagpur,Telangana,Bronze
390,Zeeshan,Bail,Non‑binary,38,Vijayawada,Goa,Bronze
391,Hridaan,Zachariah,Female,28,Panihati,Assam,Gold
